country,product,year,budget_renewables,budget_total,share_budget_renewables
United Kingdom,RDDUSDPPP,2006,96.027,224.097,42.85064057082424
United Kingdom,RDDUSDPPP,2007,139.064,270.177,51.47144279490852
United Kingdom,RDDUSDPPP,2008,85.837,291.18,29.479016415962633
United Kingdom,RDDUSDPPP,2009,162.371,486.494,33.37574564126176
United Kingdom,RDDUSDPPP,2010,297.239,905.79,32.81544287307213
United Kingdom,RDDUSDPPP,2011,102.156,610.037,16.74586951283283
United Kingdom,RDDUSDPPP,2012,100.401,543.103,18.486548592071856
United Kingdom,RDDUSDPPP,2013,150.069,680.967,22.037631779513546
United Kingdom,RDDUSDPPP,2014,114.549,569.057,20.129617946884057
United Kingdom,RDDUSDPPP,2015,114.036,620.907,18.366035493238115
United Kingdom,RDDUSDPPP,2016,197.037,777.586,25.33957658702703
United Kingdom,RDDUSDPPP,2017,159.73,1030.696,15.49729503170673
United Kingdom,RDDUSDPPP,2018,194.114,1141.056,17.011785574064724
United Kingdom,RDDUSDPPP,2019,170.427,1232.839,13.823946192487421
United States,RDDUSDPPP,1990,193.839,4452.725,4.35326681975644
United States,RDDUSDPPP,1991,258.983,4486.32,5.772726867454841
United States,RDDUSDPPP,1992,216.356,3672.639,5.891022776809809
United States,RDDUSDPPP,1993,197.095,3580.339,5.5049256508950695
United States,RDDUSDPPP,1994,356.682,3939.984,9.05287940255595
United States,RDDUSDPPP,1995,431.602,3808.253,11.333333158274934
United States,RDDUSDPPP,1996,318.9,3340.252,9.547183865169453
United States,RDDUSDPPP,1997,300.461,2998.263,10.02116892347336
United States,RDDUSDPPP,1998,369.089,3053.772,12.086331265071525
United States,RDDUSDPPP,1999,384.951,3412.453,11.28077075347265
United States,RDDUSDPPP,2000,306.754,3299.849,9.296001120051251
United States,RDDUSDPPP,2001,356.404,4005.837,8.897116882189666
United States,RDDUSDPPP,2002,346.619,3989.834,8.687554419557305
United States,RDDUSDPPP,2003,334.002,3785.236,8.823809136339188
United States,RDDUSDPPP,2004,325.71,3872.775,8.410248465247786
United States,RDDUSDPPP,2005,325.189,4290.686,7.578951244626151
United States,RDDUSDPPP,2006,256.324,3971.491,6.45409998411176
United States,RDDUSDPPP,2007,683.456,4963.51,13.769610618292297
United States,RDDUSDPPP,2008,540.075,5285.758,10.2175506332299
United States,RDDUSDPPP,2009,2638.454,11734.302,22.48496757625635
United States,RDDUSDPPP,2010,1548.052,5634.437,27.474830227048415
United States,RDDUSDPPP,2011,1343.649,7376.325,18.21569684090655
United States,RDDUSDPPP,2012,1692.571,7015.424,24.126424860421835
United States,RDDUSDPPP,2013,1095.639,6620.228,16.549868071009033
United States,RDDUSDPPP,2014,990.86,6812.496,14.544742484986415
United States,RDDUSDPPP,2015,977.549,6576.18,14.864997612595761
United States,RDDUSDPPP,2016,774.232,6710.956,11.536836182505144
United States,RDDUSDPPP,2017,710.385,6733.524,10.549973535402858
United States,RDDUSDPPP,2018,777.975,7616.869,10.213842459414755
United States,RDDUSDPPP,2019,776.799,8159.546,9.520125261871188
